,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,InformedConsent,Prolific,Overall_knowledge,importance_role,industry_regulations,guidelines,awareness,measures,measures_11_TEXT,report_issue,frequency_informed,review_policies,concern,Confidence,confident_prevent,knowledge,maintain_tools,rank_tools_1,rank_tools_2,rank_tools_3,rank_tools_4,rank_tools_5,antivirus_scans,Considerations,AI_in_cybersecurity,AI usage,ai_accuracy,Bias_security,wrong_identification,Worst_Outcome,Trust in AI,Review_frequency,location_policies,Consequences,Effectiveness,rank_steps_1,rank_steps_2,rank_steps_3,rank_steps_4,rank_steps_5,specialist,it_specialist_increase,it_specialist_solve,improvement_cybersecurity,training,follow_training,frequency_training,relevancy,Knowledge_increase_after_training,implementation,increase_in_effectiveness,familiarity_with_phishing,password_update_frequency,public_networks,Lock_screen,Sensitive_information_on_local,Same_password_multiple_systems,pop_up_frequency,download_unrelated,received_emails_with_link,CIRP_available,dedicated_department_cyberthreat,tests_within_company,notification_protocol,protocols_sharing_info,Age,nationality,Gender,sector,Company Size,department,Years of Experience,questions,PROLIFIC_PID
106,2024-09-30 16:19:33,2024-09-30 16:31:45,IP Address,102.223.57.23,100,732,True,2024-09-30 16:31:46,R_82tsE05MN6Zabef,-29.9056,30.9405,anonymous,EN,Yes,5e870b4728310c34314218fe,Neutral,Moderately important,Yes,Often,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training,Virtual Private Network (VPN)",,Extremely likely,Most of the time,Quarterly,A moderate amount,A lot,A lot,Somewhat adequate,Monthly,,,,,,Weekly,Accuracy,Yes,I don't know,,,,,,Quarterly,"Yes, but I'm not sure of the exact location",Very familiar,"Yes, they are very effective",,,,,,No,,,,I Don't Know,"Yes, willingly",,,,,Yes,Neutral,Every few months,"Yes, but only with my personal devices",Often,Sometimes,No,No,No,Ignore,I don't know,Yes,Once a year,I don't know,Yes,55,South African,Female,Retail and E-commerce,51-100,Customer Service & Support,5-10 years,10 - 20 years,5e870b4728310c34314218fe
107,2024-09-30 16:23:20,2024-09-30 16:31:56,IP Address,41.180.65.30,100,516,True,2024-09-30 16:31:57,R_2hY9HSnMRr65DXJ,-26.2309,28.0583,anonymous,EN,Yes,61479b4bd8bfa0c321f3a4ab,Neutral,Moderately important,Yes,Often,Yes,"Firewalls,Data backups,Anti-virus software,Virtual Private Network (VPN),Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,About half the time,Annually,A little,A great deal,A lot,Neither adequate nor inadequate,Less frequently,1,5,3,4,2,Weekly,Accuracy,Maybe,No,,,,,,Once a year,"Yes, I know exactly where they are",Somewhat familiar,"Yes, they are somewhat effective",4,5,1,2,3,Yes,Yes,Often,Yes,Yes,,Annually,Neutral,Moderately,Moderately,Yes,Somewhat confident,Every few months,"Yes, with all my devices",Often,Often,No,No,No,"Click the link, and investigate the root of the problem to Report it to IT or a supervisor",I don't know,Yes,Once a year,I don't know,Yes,30,south african,Female,Finance and Banking,26-50,Sales & Marketing,1-3 years,5 - 10 years,61479b4bd8bfa0c321f3a4ab
108,2024-09-30 16:24:01,2024-09-30 16:32:22,IP Address,81.84.9.41,100,501,True,2024-09-30 16:32:22,R_2qdQRERQGEFHrlq,39.2299,-8.6792,anonymous,EN,Yes,5bc5ebe82885710001a0a0c8,Very knowledgeable,Extremely important,Yes,Always,Yes,"Firewalls,Two-factor authentication,Data backups,Anti-virus software,Employee training,Virtual Private Network (VPN),Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Most of the time,Monthly,A great deal,A lot,A lot,Extremely adequate,Monthly,5,1,2,3,4,Weekly,Cost,Yes,I don't know,,,,,,Once a year,"Yes, but I'm not sure of the exact location",Very familiar,"Yes, they are very effective",4,5,2,1,3,Yes,Yes,Often,Yes,Yes,,Quarterly,Very relevant,Moderately,Moderately,Yes,Very confident,Monthly,"No, only private networks",Always,Rarely,No,No,No,Delete the message,I don't know,I don't know,Once a year,Yes,Yes,40,Portuguese,Female,Government and Public Sector,2024-11-25 00:00:00,Human Resources & Administration,more than 10 years,More than 20 years,5bc5ebe82885710001a0a0c8
109,2024-09-30 16:20:08,2024-09-30 16:32:27,IP Address,197.95.24.165,100,739,True,2024-09-30 16:32:28,R_2nEFIhvgXx1Bx6h,-33.91,18.4304,anonymous,EN,Yes,612d16ff90c1ff5cff902e18,Knowledgeable,Very important,Yes,Always,Yes,"Two-factor authentication,Data backups,Anti-virus software",,Somewhat likely,Most of the time,Biannually,A moderate amount,A lot,A great deal,Neither adequate nor inadequate,Monthly,2,3,5,1,4,Weekly,Accuracy,No,No,,,,,,Every 6 months,"Yes, I know exactly where they are",Somewhat familiar,"Yes, they are somewhat effective",2,3,5,1,4,Yes,Yes,Often,Yes,Yes,,Quarterly,Relevant,Moderately,Moderately,Yes,Somewhat confident,Only when forced,"Yes, but only with my personal devices",Often,Sometimes,No,Yes,No,Delete the message,I don't know,Yes,Once a year,Yes,Yes,45,South African,Female,Government and Public Sector,100+,Human Resources & Administration,5-10 years,More than 20 years,612d16ff90c1ff5cff902e18
110,2024-09-30 16:17:40,2024-09-30 16:32:53,IP Address,196.39.251.214,100,913,True,2024-09-30 16:32:53,R_82XBTPXXI53Bg9X,-26.2309,28.0583,anonymous,EN,Yes,66f7a22cf32bc38603a05165,Knowledgeable,Extremely important,Yes,Always,Yes,"Firewalls,Encryption,Data backups,Anti-virus software,Virtual Private Network (VPN),Password Manager",,Extremely likely,Always,Monthly,A great deal,A lot,A lot,Extremely adequate,Weekly,1,2,3,4,5,Daily,Integration with other tools,Yes,Yes,A lot,A moderate amount,A moderate amount,False positives (i.e. harmless emails being identified as suspicious and being blocked),Proven track record of reliability,Monthly or more frequently,"Yes, I know exactly where they are",Neutral,"Yes, they are very effective",,,,,,Yes,Yes,Always,Yes,Yes,,Monthly,Relevant,Significantly,Always,Yes,Somewhat confident,Monthly,"Yes, but only with my personal devices",Always,Sometimes,No,Yes,No,Delete the message,Yes,Yes,Actively and randomly all the time,Yes,Yes,33,zimbabwean,Male,Information Technology (IT),51-100,IT & Engineering,5-10 years,10 - 20 years,66f7a22cf32bc38603a05165
111,2024-09-30 16:18:15,2024-09-30 16:32:55,IP Address,196.210.239.119,100,880,True,2024-09-30 16:32:56,R_2VBDzYB2ZB50r2p,-33.91,18.4304,anonymous,EN,Yes,65b1334f0523e89de65a3e40,Knowledgeable,Very important,Yes,Often,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat likely,Sometimes,Quarterly,A lot,A lot,A lot,Somewhat adequate,Less frequently,4,2,1,3,5,Rarely,Speed,Yes,Yes,A lot,Not all,Not all,False negatives (i.e. phishing emails appearing in your inbox),Transparency in how AI works,Once a year,"Yes, I know exactly where they are",Somewhat familiar,"Yes, they are somewhat effective",3,2,4,1,5,Yes,Yes,Often,Yes,Yes,,Annually,Relevant,Moderately,Always,Yes,Very confident,Monthly,"Yes, but only with my personal devices",Sometimes,Sometimes,No,No,No,Ignore,No,Yes,Actively and randomly all the time,I don't know,No,28,south african,Male,Government and Public Sector,100+,Other,1-3 years,More than 20 years,65b1334f0523e89de65a3e40
112,2024-09-30 16:19:30,2024-09-30 16:33:13,IP Address,5.54.212.86,100,822,True,2024-09-30 16:33:13,R_2nnMQ6Vnw9AVHkR,37.9842,23.7353,anonymous,EN,Yes,5fbfa7490dcefd0251d79dff,Knowledgeable,Slightly important,No,Often,Yes,"Firewalls,Data backups,Anti-virus software,Employee training,Virtual Private Network (VPN)",,Extremely likely,Sometimes,I don't know,A little,A moderate amount,A moderate amount,Neither adequate nor inadequate,Monthly,4,3,5,1,2,Monthly,Accuracy,Yes,No,,,,,,Quarterly,"Yes, but I'm not sure of the exact location",Somewhat familiar,Neutral,1,4,2,3,5,Yes,Yes,Sometimes,Yes,No,"Yes, willingly",Quarterly,,,,Yes,Very confident,Every few months,"Yes, but only with my personal devices",Sometimes,Rarely,Yes,No,No,"Click the link, and investigate the root of the problem to Report it to IT or a supervisor",I don't know,I don't know,Never,I don't know,I don't know,23,Greek,Male,Media and Entertainment,2024-11-25 00:00:00,Other,less than 1 year,3 - 5 years,5fbfa7490dcefd0251d79dff
113,2024-09-30 16:16:43,2024-09-30 16:33:26,IP Address,197.184.178.213,100,1003,True,2024-09-30 16:33:27,R_8Xp74OagmXFT1eK,-26.2309,28.0583,anonymous,EN,Yes,60e94a95eed542e75d045ca6,Knowledgeable,Extremely important,Yes,Always,Yes,"Firewalls,Two-factor authentication,Data backups,Anti-virus software,Employee training,Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Always,Quarterly,A great deal,A great deal,A lot,Extremely adequate,Weekly,1,4,2,3,5,Weekly,Accuracy,Maybe,No,,,,,,Every 6 months,"Yes, I know exactly where they are",Very familiar,"Yes, they are very effective",5,3,1,2,4,Yes,Yes,Always,Yes,Yes,,Quarterly,Very relevant,Significantly,Always,Yes,Very confident,Monthly,"No, only private networks",Often,Always,No,Yes,No,Delete the message,Yes,Yes,Actively and randomly all the time,Yes,Yes,39,South African,Female,Construction and Engineering,51-100,Legal & Compliance,5-10 years,More than 20 years,60e94a95eed542e75d045ca6
114,2024-09-30 16:18:07,2024-09-30 16:33:26,IP Address,85.138.180.42,100,919,True,2024-09-30 16:33:27,R_8PvPsQroXzmFZ3d,38.731,-9.1373,anonymous,EN,Yes,60f5a332d13bb868d7724c52,Not very knowledgeable,Slightly important,I don't know,Sometimes,Yes,"Firewalls,Data backups,Anti-virus software,Virtual Private Network (VPN),Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat likely,Sometimes,I don't know,A little,A moderate amount,A moderate amount,Neither adequate nor inadequate,Less frequently,4,1,5,3,2,Daily,Cost,Maybe,I don't know,,,,,,Never,"No, I don't know where they are",Neutral,"Yes, they are somewhat effective",3,5,1,2,4,Yes,Yes,Often,Not sure,I Don't Know,Only if mandatory,Never,,,,Yes,Neutral,Only when forced,"Yes, but only with my personal devices",Always,Sometimes,No,No,Yes,Delete the message,I don't know,Yes,Never,I don't know,I don't know,37,Portuguese,Female,Education,51-100,IT & Engineering,more than 10 years,More than 20 years,60f5a332d13bb868d7724c52
115,2024-09-30 16:28:16,2024-09-30 16:33:28,IP Address,41.150.250.162,100,311,True,2024-09-30 16:33:29,R_8DYVm0uNDP9gOJy,-25.7599,28.2604,anonymous,EN,Yes,665b575713c9ec2ddbccc016,Very knowledgeable,Extremely important,Yes,Always,Yes,"Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training",,Extremely likely,Always,Monthly,A great deal,A great deal,A great deal,Extremely adequate,Monthly,2,4,1,3,5,Monthly,Accuracy,Yes,Yes,A great deal,A great deal,A great deal,False negatives (i.e. phishing emails appearing in your inbox),Transparency in how AI works,Monthly or more frequently,"Yes, I know exactly where they are",Very familiar,"Yes, they are very effective",3,5,2,1,4,Yes,Yes,Always,Yes,Yes,,Monthly,Very relevant,Significantly,Always,Yes,Very confident,Monthly,"Yes, but only with my personal devices",Sometimes,Rarely,No,No,No,Ignore,Yes,Yes,Monthly,Yes,Yes,23,South African ,Female,Information Technology (IT),51-100,IT & Engineering,1-3 years,10 - 20 years,665b575713c9ec2ddbccc016
116,2024-09-30 16:21:09,2024-09-30 16:33:33,IP Address,197.92.202.85,100,743,True,2024-09-30 16:33:33,R_8NxHfIgJgzlcAwN,-26.2309,28.0583,anonymous,EN,Yes,66a90f6f07c10b6106aa0857,Knowledgeable,Extremely important,Yes,Always,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training,Virtual Private Network (VPN),Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Always,Quarterly,A great deal,A great deal,A great deal,Extremely adequate,Monthly,5,3,4,2,1,Weekly,Accuracy,Yes,I don't know,,,,,,Quarterly,"Yes, but I'm not sure of the exact location",Very familiar,"Yes, they are very effective",4,3,1,5,2,Yes,Yes,Always,Yes,Yes,,Quarterly,Very relevant,Significantly,Always,Yes,Very confident,Every few months,"Yes, but only with my personal devices",Always,Always,No,No,No,Ignore,Yes,Yes,Every 6 months,Yes,Yes,23,South African,Female,Finance and Banking,100+,Human Resources & Administration,1-3 years,5 - 10 years,66a90f6f07c10b6106aa0857
117,2024-09-30 16:17:52,2024-09-30 16:33:35,IP Address,148.214.41.229,100,943,True,2024-09-30 16:33:36,R_5FlDkO9tl2jzTqN,21.0587,-101.384,anonymous,EN,Yes,616f5e63fe91acc477b3350f,Not very knowledgeable,Not at all important,No,Often,Not sure,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat likely,Sometimes,I don't know,A little,A moderate amount,A moderate amount,Somewhat inadequate,Less frequently,4,5,3,1,2,Rarely,Accuracy,Maybe,No,,,,,,Every 6 months,"Yes, but I'm not sure of the exact location",Somewhat familiar,Neutral,2,3,5,1,4,Yes,Yes,Sometimes,Not sure,No,Only if mandatory,Never,,,,Not sure,Very confident,Only when forced,"Yes, but only with my personal devices",Never,Often,Yes,No,Yes,Ignore,No,I don't know,Never,I don't know,I don't know,24,Mexican,Female,Education,51-100,Other,1-3 years,3 - 5 years,616f5e63fe91acc477b3350f
118,2024-09-30 16:28:25,2024-09-30 16:33:44,IP Address,102.135.145.128,100,318,True,2024-09-30 16:33:45,R_2wxFCJi1HsGlCy5,-25.7599,28.2604,anonymous,EN,Yes,6537ea545cef4070421dfbaa,Neutral,Extremely important,Yes,Often,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat likely,About half the time,Quarterly,A great deal,A moderate amount,A moderate amount,Somewhat adequate,Monthly,3,1,4,2,5,Monthly,Accuracy,Yes,Yes,A moderate amount,A moderate amount,A moderate amount,False positives (i.e. harmless emails being identified as suspicious and being blocked),Proven track record of reliability,Quarterly,"Yes, I know exactly where they are",Neutral,"Yes, they are somewhat effective",4,2,1,5,3,Yes,Yes,Often,Yes,Yes,,Quarterly,Relevant,Moderately,Moderately,Yes,Very confident,Every few months,"Yes, but only with my personal devices",Sometimes,Often,No,Yes,Yes,Ignore,No,Yes,Monthly,Yes,Yes,23,South African,Female,Consulting and Professional Services,2024-01-10 00:00:00,Human Resources & Administration,1-3 years,10 - 20 years,6537ea545cef4070421dfbaa
119,2024-09-30 16:22:47,2024-09-30 16:33:57,IP Address,192.143.53.1,100,669,True,2024-09-30 16:33:57,R_8GxeVbkhVsUxXkP,-26.2309,28.0583,anonymous,EN,Yes,610a545e57efd9a197696c77,Knowledgeable,Very important,Yes,Always,Yes,"Firewalls,Encryption,Data backups,Anti-virus software,Employee training,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Always,Quarterly,A great deal,A great deal,A lot,Somewhat adequate,Monthly,5,1,2,3,4,Weekly,Accuracy,Yes,Yes,A great deal,A lot,A moderate amount,False positives (i.e. harmless emails being identified as suspicious and being blocked),Proven track record of reliability,Monthly or more frequently,"Yes, I know exactly where they are",Somewhat familiar,"Yes, they are somewhat effective",3,4,5,2,1,Yes,Yes,Always,Not sure,Yes,,Quarterly,Relevant,Significantly,Always,Yes,Very confident,Monthly,"No, only private networks",Often,Never,No,Yes,No,Delete the message,Yes,Yes,Actively and randomly all the time,Yes,Yes,68,South African,Female,Retail and E-commerce,51-100,Other,more than 10 years,More than 20 years,610a545e57efd9a197696c77
120,2024-09-30 16:19:21,2024-09-30 16:34:08,IP Address,102.68.27.148,100,886,True,2024-09-30 16:34:09,R_2kdTrqCrWfbIuf7,-29.8556,31.0449,anonymous,EN,Yes,666316060a19030e10987142,Knowledgeable,Moderately important,No,Always,Yes,"Data backups,Anti-virus software,Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat likely,Sometimes,Monthly,A lot,A moderate amount,A moderate amount,Somewhat adequate,Monthly,1,2,3,4,5,Rarely,Accuracy,Maybe,No,,,,,,Every 6 months,"Yes, but I'm not sure of the exact location",Somewhat familiar,"Yes, they are somewhat effective",5,2,4,1,3,Yes,Yes,Often,Yes,Yes,,Quarterly,Relevant,Moderately,Sometimes,Yes,Very confident,Only when forced,"No, only private networks",Always,Rarely,No,Yes,Yes,Delete the message,No,Yes,Every 6 months,No,Yes,23,South African ,Female,Chemical Industry,26-50,IT & Engineering,less than 1 year,5 - 10 years,666316060a19030e10987142
121,2024-09-30 16:18:20,2024-09-30 16:34:13,IP Address,41.144.98.41,100,952,True,2024-09-30 16:34:13,R_2ceGXfwnJEhQVhq,-29.8556,31.0449,anonymous,EN,Yes,6697ecff25ee5f53c257ca44,Very knowledgeable,Extremely important,Yes,Always,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training,Virtual Private Network (VPN),Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Always,I don't know,A great deal,A great deal,A great deal,Extremely adequate,Daily,5,1,3,2,4,Daily,Speed,Yes,I don't know,,,,,,Monthly or more frequently,"Yes, I know exactly where they are",Very familiar,"Yes, they are very effective",5,4,1,2,3,Yes,Yes,Always,Yes,Yes,,Quarterly,Very relevant,Significantly,Always,Yes,Very confident,Monthly,"No, only private networks",Always,Always,No,Yes,No,Ignore,Yes,Yes,Never,Yes,Yes,29,South African,Female,Finance and Banking,100+,Finance & Accounting,3-5 years,10 - 20 years,6697ecff25ee5f53c257ca44
122,2024-09-30 16:20:07,2024-09-30 16:34:21,IP Address,196.11.235.231,100,854,True,2024-09-30 16:34:22,R_2sGsrCPm4su5swF,-33.91,18.4304,anonymous,EN,Yes,66ad4be0fcd2edbebb576713,Knowledgeable,Very important,Yes,Always,Yes,"Two-factor authentication,Data backups,Anti-virus software,Virtual Private Network (VPN),Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Always,Annually,A great deal,A great deal,A great deal,Extremely adequate,Less frequently,4,5,3,1,2,Monthly,Integration with other tools,Yes,Yes,A great deal,A little,A little,False negatives (i.e. phishing emails appearing in your inbox),Proven track record of reliability,Every 6 months,"Yes, I know exactly where they are",Very familiar,"Yes, they are very effective",4,5,2,1,3,Yes,Yes,Always,Yes,Yes,,Annually,Very relevant,Significantly,Moderately,Yes,Somewhat confident,Every few months,"Yes, but only with my personal devices",Always,Often,No,Yes,No,"Click the link, and investigate the root of the problem to Report it to IT or a supervisor",Yes,Yes,Every 6 months,Yes,Yes,22,South African ,Female,Finance and Banking,100+,Finance & Accounting,1-3 years,10 - 20 years,66ad4be0fcd2edbebb576713
123,2024-09-30 16:18:40,2024-09-30 16:34:22,IP Address,102.217.241.105,100,942,True,2024-09-30 16:34:23,R_2tGh2MiWP11YYV3,-29.1346,26.2004,anonymous,EN,Yes,614fbd530c7854cde85dbf43,Knowledgeable,Moderately important,Yes,Sometimes,Yes,"Encryption,Two-factor authentication,Data backups,Anti-virus software,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat unlikely,Sometimes,Annually,None at all,A lot,A great deal,Extremely adequate,Less frequently,3,5,2,4,1,Daily,Ease of use,Yes,No,,,,,,Every 6 months,"Yes, I know exactly where they are",Not very familiar,"Yes, they are very effective",4,2,5,1,3,Yes,Yes,Often,Yes,Yes,,Annually,Very relevant,Significantly,Always,Yes,Neutral,Annually,"No, only private networks",Sometimes,Never,Yes,No,No,Delete the message,No,Yes,Actively and randomly all the time,I don't know,I don't know,33,South African,Female,Telecommunications,51-100,Other,1-3 years,10 - 20 years,614fbd530c7854cde85dbf43
124,2024-09-30 16:21:11,2024-09-30 16:34:22,IP Address,31.46.245.70,100,791,True,2024-09-30 16:34:23,R_806OzrCZBD7a3rO,47.5636,19.0947,anonymous,EN,Yes,5e270ffbfec77b000db5e0c8,Not very knowledgeable,Moderately important,I don't know,Sometimes,Yes,"Firewalls,Two-factor authentication,Data backups,Virtual Private Network (VPN)",,Somewhat unlikely,Sometimes,I don't know,A moderate amount,A moderate amount,A moderate amount,Somewhat inadequate,I don't update or maintain them,5,2,3,1,4,Never,Integration with other tools,Maybe,No,,,,,,Never,"No, I don't know where they are",Neutral,Neutral,3,4,1,2,5,Yes,Yes,Always,No,No,Only if mandatory,Never,,,,Yes,Somewhat confident,Only when forced,"Yes, but only with my personal devices",Rarely,Always,Yes,No,Yes,Delete the message,I don't know,Yes,Never,I don't know,I don't know,43,Hungarian,Female,Consulting and Professional Services,51-100,Product Development & R&D,more than 10 years,More than 20 years,5e270ffbfec77b000db5e0c8
125,2024-09-30 16:19:53,2024-09-30 16:34:37,IP Address,85.245.124.87,100,883,True,2024-09-30 16:34:37,R_2R4zDH6IN6PqB5m,32.6806,-16.7938,anonymous,EN,Yes,66c89aa8622829fc1ead2c97,Neutral,Moderately important,Yes,Always,Yes,"Encryption,Data backups,Other",Secure calls to server,Extremely likely,Sometimes,I don't know,A moderate amount,A lot,A lot,Neither adequate nor inadequate,I don't update or maintain them,4,3,2,5,1,Never,Accuracy,Maybe,I don't know,,,,,,Never,"No, I don't know where they are",Neutral,Neutral,5,1,3,4,2,Yes,Yes,Sometimes,Not sure,No,"Yes, willingly",Never,,,,Yes,Very confident,Every few months,"No, only private networks",Never,Never,No,No,No,Delete the message,No,No,Never,I don't know,I don't know,26,Portuguese,Female,Information Technology (IT),26-50,Product Development & R&D,1-3 years,10 - 20 years,66c89aa8622829fc1ead2c97
126,2024-09-30 16:21:31,2024-09-30 16:34:45,IP Address,120.188.81.164,100,794,True,2024-09-30 16:34:46,R_46fERA25BF4XnaO,-7.2484,112.7419,anonymous,EN,Yes,66ce678bbaaf120fe160a530,Knowledgeable,Very important,Yes,Often,Yes,"Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training,Other",,Somewhat likely,Sometimes,Annually,A moderate amount,A little,A moderate amount,Neither adequate nor inadequate,Less frequently,5,4,2,3,1,Daily,Accuracy,Yes,No,,,,,,Once a year,"No, I don't know where they are",Neutral,"Yes, they are somewhat effective",5,1,3,4,2,Yes,Yes,Always,Not sure,No,"Yes, willingly",Annually,,,,Yes,Somewhat confident,Annually,"Yes, but only with my personal devices",Always,Sometimes,No,No,No,Ignore,I don't know,Yes,Actively and randomly all the time,Yes,Yes,35,Indonesia,Male,Manufacturing,2024-01-10 00:00:00,Operations & Supply Chain,1-3 years,1 - 3 years,66ce678bbaaf120fe160a530
127,2024-09-30 16:18:33,2024-09-30 16:34:58,IP Address,41.116.0.249,100,985,True,2024-09-30 16:34:59,R_2HhUQ6LB46EspvL,-26.2309,28.0583,anonymous,EN,Yes,660ac057e97fa9b32914bb6d,Knowledgeable,Very important,Yes,Always,Yes,"Encryption,Data backups,Anti-virus software,Password Manager",,Extremely likely,Sometimes,Quarterly,A great deal,A moderate amount,A moderate amount,Somewhat adequate,Weekly,5,1,4,3,2,Weekly,Accuracy,Yes,No,,,,,,Quarterly,"Yes, but I'm not sure of the exact location",Very familiar,"Yes, they are somewhat effective",3,4,5,1,2,Yes,Yes,Always,Yes,No,"Yes, willingly",Annually,,,,Yes,Very confident,Only when forced,"Yes, but only with my personal devices",Always,Sometimes,No,Yes,No,Delete the message,Yes,Yes,Actively and randomly all the time,Yes,Yes,53,South African ,Male,Construction and Engineering,100+,IT & Engineering,more than 10 years,More than 20 years,660ac057e97fa9b32914bb6d
128,2024-09-30 16:25:32,2024-09-30 16:35:11,IP Address,62.167.56.184,100,578,True,2024-09-30 16:35:11,R_8J5FWe0YqIPP3Nf,46.5979,6.6804,anonymous,EN,Yes,665988130f34a060bf4040fd,Not very knowledgeable,Moderately important,Yes,Rarely,Yes,"Firewalls,Anti-virus software,Password Manager",,Somewhat likely,Sometimes,Annually,A little,A lot,A lot,Extremely adequate,Monthly,4,1,5,2,3,Monthly,Accuracy,Yes,I don't know,,,,,,Once a year,"Yes, but I'm not sure of the exact location",Somewhat familiar,"Yes, they are somewhat effective",1,5,3,4,2,Yes,Yes,Always,Yes,No,"Yes, willingly",Annually,,,,Not sure,Very confident,Only when forced,"No, only private networks",Always,Often,Yes,Yes,No,Ignore,I don't know,I don't know,I don't know,I don't know,Yes,25,Portuguese,Female,Public Relations and Marketing,2024-01-10 00:00:00,Sales & Marketing,1-3 years,1 - 3 years,665988130f34a060bf4040fd
129,2024-09-30 16:19:49,2024-09-30 16:35:13,IP Address,197.184.179.163,100,924,True,2024-09-30 16:35:13,R_8ZE0ylU6rfLyV5n,-26.2309,28.0583,anonymous,EN,Yes,6162b219ce146c3f929c5c4c,Knowledgeable,Extremely important,Yes,Often,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training",,Somewhat likely,Most of the time,Quarterly,A lot,A great deal,A lot,Somewhat adequate,Monthly,5,2,4,3,1,Daily,Integration with other tools,Maybe,No,,,,,,Quarterly,"Yes, but I'm not sure of the exact location",Somewhat familiar,"Yes, they are very effective",1,5,4,3,2,Yes,Yes,Sometimes,Yes,Yes,,Quarterly,Very relevant,Moderately,Moderately,Yes,Somewhat confident,Annually,"Yes, with all my devices",Always,Sometimes,No,No,No,Delete the message,I don't know,Yes,Every 6 months,Yes,Yes,28,South African,Female,Insurance,100+,Human Resources & Administration,5-10 years,More than 20 years,6162b219ce146c3f929c5c4c
130,2024-09-30 16:31:07,2024-09-30 16:35:16,IP Address,2.83.58.185,100,248,True,2024-09-30 16:35:16,R_20u4gSCxfXBzGwh,41.3511,-8.7411,anonymous,EN,Yes,60252b168d445b2c7efd6c32,Knowledgeable,Very important,Yes,Often,Yes,"Two-factor authentication,Employee training,Virtual Private Network (VPN),Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat likely,About half the time,Biannually,A lot,A moderate amount,A moderate amount,Somewhat adequate,Less frequently,5,1,2,3,4,Monthly,Accuracy,Maybe,No,,,,,,Once a year,"Yes, but I'm not sure of the exact location",Somewhat familiar,"Yes, they are somewhat effective",1,5,3,2,4,Yes,Not sure,Sometimes,Not sure,Yes,,Annually,Neutral,Slightly,Sometimes,Yes,Somewhat confident,Only when forced,"No, only private networks",Sometimes,Sometimes,No,No,No,"Click the link, and investigate the root of the problem to Report it to IT or a supervisor",No,Yes,Actively and randomly all the time,I don't know,I don't know,23,Portuguese,Male,Information Technology (IT),100+,IT & Engineering,1-3 years,More than 20 years,60252b168d445b2c7efd6c32
131,2024-09-30 16:19:36,2024-09-30 16:35:43,IP Address,148.69.131.126,100,966,True,2024-09-30 16:35:44,R_2dQb3sCy1pp68Px,40.759,-8.5691,anonymous,EN,Yes,609eff98a4cb6c1e1664cb98,Knowledgeable,Extremely important,Yes,Often,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Virtual Private Network (VPN),Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat likely,Sometimes,I don't know,A moderate amount,A little,A lot,Somewhat adequate,Weekly,3,2,5,4,1,Weekly,Accuracy,Yes,I don't know,,,,,,Every 6 months,"Yes, but I'm not sure of the exact location",Neutral,"Yes, they are somewhat effective",3,4,5,2,1,Yes,Yes,Rarely,Not sure,I Don't Know,"Yes, willingly",Never,,,,Yes,Somewhat confident,Only when forced,"Yes, but only with my personal devices",Often,Rarely,No,No,Yes,Ignore,I don't know,Yes,I don't know,I don't know,I don't know,24,Portuguese,Male,Construction and Engineering,100+,Other,less than 1 year,More than 20 years,609eff98a4cb6c1e1664cb98
